Date,Date Key,Day Name,Day Number,Day Short Name,Month Name,Month Number,Month Short Name,Month Year,Qtr Number,Qtr Year,Year
2/19/2013 0:00,41324,Tuesday,3,Tue,1-Jan-00,2,Feb,February 2013,1,"1, 2013",2013
5/11/2013 0:00,41405,Saturday,7,Sat,4-Jan-00,5,May,May 2013,2,"2, 2013",2013
9/7/2013 0:00,41524,Saturday,7,Sat,8-Jan-00,9,Sep,September 2013,3,"3, 2013",2013
4/6/2013 0:00,41370,Saturday,7,Sat,3-Jan-00,4,Apr,April 2013,2,"2, 2013",2013
4/29/2013 0:00,41393,Monday,2,Mon,3-Jan-00,4,Apr,April 2013,2,"2, 2013",2013
9/20/2013 0:00,41537,Friday,6,Fri,8-Jan-00,9,Sep,September 2013,3,"3, 2013",2013
5/7/2013 0:00,41401,Tuesday,3,Tue,4-Jan-00,5,May,May 2013,2,"2, 2013",2013
10/22/2013 0:00,41569,Tuesday,3,Tue,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/24/2013 0:00,41571,Thursday,5,Thu,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/25/2013 0:00,41572,Friday,6,Fri,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/26/2013 0:00,41573,Saturday,7,Sat,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/28/2013 0:00,41575,Monday,2,Mon,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/29/2013 0:00,41576,Tuesday,3,Tue,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/30/2013 0:00,41577,Wednesday,4,Wed,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
11/4/2013 0:00,41582,Monday,2,Mon,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/5/2013 0:00,41583,Tuesday,3,Tue,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/6/2013 0:00,41584,Wednesday,4,Wed,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/7/2013 0:00,41585,Thursday,5,Thu,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/8/2013 0:00,41586,Friday,6,Fri,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/9/2013 0:00,41587,Saturday,7,Sat,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/12/2013 0:00,41590,Tuesday,3,Tue,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/13/2013 0:00,41591,Wednesday,4,Wed,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/14/2013 0:00,41592,Thursday,5,Thu,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/15/2013 0:00,41593,Friday,6,Fri,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/16/2013 0:00,41594,Saturday,7,Sat,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/18/2013 0:00,41596,Monday,2,Mon,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/20/2013 0:00,41598,Wednesday,4,Wed,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/22/2013 0:00,41600,Friday,6,Fri,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/25/2013 0:00,41603,Monday,2,Mon,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/26/2013 0:00,41604,Tuesday,3,Tue,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/28/2013 0:00,41606,Thursday,5,Thu,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/29/2013 0:00,41607,Friday,6,Fri,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
12/2/2013 0:00,41610,Monday,2,Mon,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/3/2013 0:00,41611,Tuesday,3,Tue,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/4/2013 0:00,41612,Wednesday,4,Wed,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/5/2013 0:00,41613,Thursday,5,Thu,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/6/2013 0:00,41614,Friday,6,Fri,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/7/2013 0:00,41615,Saturday,7,Sat,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/9/2013 0:00,41617,Monday,2,Mon,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/12/2013 0:00,41620,Thursday,5,Thu,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/13/2013 0:00,41621,Friday,6,Fri,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/16/2013 0:00,41624,Monday,2,Mon,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/17/2013 0:00,41625,Tuesday,3,Tue,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/19/2013 0:00,41627,Thursday,5,Thu,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/21/2013 0:00,41629,Saturday,7,Sat,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/23/2013 0:00,41631,Monday,2,Mon,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/25/2013 0:00,41633,Wednesday,4,Wed,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/26/2013 0:00,41634,Thursday,5,Thu,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/27/2013 0:00,41635,Friday,6,Fri,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/30/2013 0:00,41638,Monday,2,Mon,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/31/2013 0:00,41639,Tuesday,3,Tue,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
10/23/2013 0:00,41570,Wednesday,4,Wed,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
10/31/2013 0:00,41578,Thursday,5,Thu,9-Jan-00,10,Oct,October 2013,4,"4, 2013",2013
11/1/2013 0:00,41579,Friday,6,Fri,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/11/2013 0:00,41589,Monday,2,Mon,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/21/2013 0:00,41599,Thursday,5,Thu,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/23/2013 0:00,41601,Saturday,7,Sat,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/27/2013 0:00,41605,Wednesday,4,Wed,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
12/10/2013 0:00,41618,Tuesday,3,Tue,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/11/2013 0:00,41619,Wednesday,4,Wed,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/14/2013 0:00,41622,Saturday,7,Sat,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/18/2013 0:00,41626,Wednesday,4,Wed,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
12/24/2013 0:00,41632,Tuesday,3,Tue,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
11/2/2013 0:00,41580,Saturday,7,Sat,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
11/19/2013 0:00,41597,Tuesday,3,Tue,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
12/20/2013 0:00,41628,Friday,6,Fri,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
11/30/2013 0:00,41608,Saturday,7,Sat,10-Jan-00,11,Nov,November 2013,4,"4, 2013",2013
12/28/2013 0:00,41636,Saturday,7,Sat,11-Jan-00,12,Dec,December 2013,4,"4, 2013",2013
1/1/2014 0:00,41640,Wednesday,4,Wed,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/3/2014 0:00,41642,Friday,6,Fri,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/6/2014 0:00,41645,Monday,2,Mon,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/7/2014 0:00,41646,Tuesday,3,Tue,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/8/2014 0:00,41647,Wednesday,4,Wed,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/13/2014 0:00,41652,Monday,2,Mon,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/14/2014 0:00,41653,Tuesday,3,Tue,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/15/2014 0:00,41654,Wednesday,4,Wed,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/16/2014 0:00,41655,Thursday,5,Thu,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/17/2014 0:00,41656,Friday,6,Fri,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/20/2014 0:00,41659,Monday,2,Mon,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/21/2014 0:00,41660,Tuesday,3,Tue,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/22/2014 0:00,41661,Wednesday,4,Wed,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/24/2014 0:00,41663,Friday,6,Fri,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/25/2014 0:00,41664,Saturday,7,Sat,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/27/2014 0:00,41666,Monday,2,Mon,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/28/2014 0:00,41667,Tuesday,3,Tue,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/29/2014 0:00,41668,Wednesday,4,Wed,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
1/31/2014 0:00,41670,Friday,6,Fri,0-Jan-00,1,Jan,January 2014,1,"1, 2014",2014
2/3/2014 0:00,41673,Monday,2,Mon,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/4/2014 0:00,41674,Tuesday,3,Tue,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/5/2014 0:00,41675,Wednesday,4,Wed,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/7/2014 0:00,41677,Friday,6,Fri,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/10/2014 0:00,41680,Monday,2,Mon,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/11/2014 0:00,41681,Tuesday,3,Tue,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/12/2014 0:00,41682,Wednesday,4,Wed,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/13/2014 0:00,41683,Thursday,5,Thu,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/14/2014 0:00,41684,Friday,6,Fri,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/18/2014 0:00,41688,Tuesday,3,Tue,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/20/2014 0:00,41690,Thursday,5,Thu,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/21/2014 0:00,41691,Friday,6,Fri,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/22/2014 0:00,41692,Saturday,7,Sat,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/24/2014 0:00,41694,Monday,2,Mon,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/25/2014 0:00,41695,Tuesday,3,Tue,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/26/2014 0:00,41696,Wednesday,4,Wed,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/27/2014 0:00,41697,Thursday,5,Thu,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
2/28/2014 0:00,41698,Friday,6,Fri,1-Jan-00,2,Feb,February 2014,1,"1, 2014",2014
3/3/2014 0:00,41701,Monday,2,Mon,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/4/2014 0:00,41702,Tuesday,3,Tue,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/5/2014 0:00,41703,Wednesday,4,Wed,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/6/2014 0:00,41704,Thursday,5,Thu,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/8/2014 0:00,41706,Saturday,7,Sat,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/10/2014 0:00,41708,Monday,2,Mon,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/12/2014 0:00,41710,Wednesday,4,Wed,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/13/2014 0:00,41711,Thursday,5,Thu,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/14/2014 0:00,41712,Friday,6,Fri,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/15/2014 0:00,41713,Saturday,7,Sat,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/17/2014 0:00,41715,Monday,2,Mon,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/19/2014 0:00,41717,Wednesday,4,Wed,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/20/2014 0:00,41718,Thursday,5,Thu,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/21/2014 0:00,41719,Friday,6,Fri,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/22/2014 0:00,41720,Saturday,7,Sat,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/24/2014 0:00,41722,Monday,2,Mon,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/25/2014 0:00,41723,Tuesday,3,Tue,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/28/2014 0:00,41726,Friday,6,Fri,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/29/2014 0:00,41727,Saturday,7,Sat,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
3/31/2014 0:00,41729,Monday,2,Mon,2-Jan-00,3,Mar,March 2014,1,"1, 2014",2014
4/1/2014 0:00,41730,Tuesday,3,Tue,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/3/2014 0:00,41732,Thursday,5,Thu,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/4/2014 0:00,41733,Friday,6,Fri,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/7/2014 0:00,41736,Monday,2,Mon,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/8/2014 0:00,41737,Tuesday,3,Tue,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/9/2014 0:00,41738,Wednesday,4,Wed,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/10/2014 0:00,41739,Thursday,5,Thu,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/11/2014 0:00,41740,Friday,6,Fri,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/14/2014 0:00,41743,Monday,2,Mon,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/15/2014 0:00,41744,Tuesday,3,Tue,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/16/2014 0:00,41745,Wednesday,4,Wed,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/18/2014 0:00,41747,Friday,6,Fri,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/21/2014 0:00,41750,Monday,2,Mon,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/22/2014 0:00,41751,Tuesday,3,Tue,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/23/2014 0:00,41752,Wednesday,4,Wed,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/24/2014 0:00,41753,Thursday,5,Thu,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/25/2014 0:00,41754,Friday,6,Fri,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/26/2014 0:00,41755,Saturday,7,Sat,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/29/2014 0:00,41758,Tuesday,3,Tue,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
4/30/2014 0:00,41759,Wednesday,4,Wed,3-Jan-00,4,Apr,April 2014,2,"2, 2014",2014
5/1/2014 0:00,41760,Thursday,5,Thu,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/2/2014 0:00,41761,Friday,6,Fri,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/5/2014 0:00,41764,Monday,2,Mon,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/6/2014 0:00,41765,Tuesday,3,Tue,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/8/2014 0:00,41767,Thursday,5,Thu,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/12/2014 0:00,41771,Monday,2,Mon,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/14/2014 0:00,41773,Wednesday,4,Wed,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/15/2014 0:00,41774,Thursday,5,Thu,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/16/2014 0:00,41775,Friday,6,Fri,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/17/2014 0:00,41776,Saturday,7,Sat,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/19/2014 0:00,41778,Monday,2,Mon,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/20/2014 0:00,41779,Tuesday,3,Tue,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/22/2014 0:00,41781,Thursday,5,Thu,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/23/2014 0:00,41782,Friday,6,Fri,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/26/2014 0:00,41785,Monday,2,Mon,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/27/2014 0:00,41786,Tuesday,3,Tue,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/28/2014 0:00,41787,Wednesday,4,Wed,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/30/2014 0:00,41789,Friday,6,Fri,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
5/31/2014 0:00,41790,Saturday,7,Sat,4-Jan-00,5,May,May 2014,2,"2, 2014",2014
6/2/2014 0:00,41792,Monday,2,Mon,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/3/2014 0:00,41793,Tuesday,3,Tue,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/4/2014 0:00,41794,Wednesday,4,Wed,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/5/2014 0:00,41795,Thursday,5,Thu,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/6/2014 0:00,41796,Friday,6,Fri,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/9/2014 0:00,41799,Monday,2,Mon,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/10/2014 0:00,41800,Tuesday,3,Tue,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/12/2014 0:00,41802,Thursday,5,Thu,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/13/2014 0:00,41803,Friday,6,Fri,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/17/2014 0:00,41807,Tuesday,3,Tue,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/18/2014 0:00,41808,Wednesday,4,Wed,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/20/2014 0:00,41810,Friday,6,Fri,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/21/2014 0:00,41811,Saturday,7,Sat,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/23/2014 0:00,41813,Monday,2,Mon,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/24/2014 0:00,41814,Tuesday,3,Tue,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/26/2014 0:00,41816,Thursday,5,Thu,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/27/2014 0:00,41817,Friday,6,Fri,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
6/30/2014 0:00,41820,Monday,2,Mon,5-Jan-00,6,Jun,June 2014,2,"2, 2014",2014
7/2/2014 0:00,41822,Wednesday,4,Wed,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/4/2014 0:00,41824,Friday,6,Fri,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/7/2014 0:00,41827,Monday,2,Mon,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/8/2014 0:00,41828,Tuesday,3,Tue,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/9/2014 0:00,41829,Wednesday,4,Wed,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/10/2014 0:00,41830,Thursday,5,Thu,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/11/2014 0:00,41831,Friday,6,Fri,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/12/2014 0:00,41832,Saturday,7,Sat,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/14/2014 0:00,41834,Monday,2,Mon,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/15/2014 0:00,41835,Tuesday,3,Tue,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/16/2014 0:00,41836,Wednesday,4,Wed,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/17/2014 0:00,41837,Thursday,5,Thu,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/18/2014 0:00,41838,Friday,6,Fri,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/21/2014 0:00,41841,Monday,2,Mon,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/22/2014 0:00,41842,Tuesday,3,Tue,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/23/2014 0:00,41843,Wednesday,4,Wed,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/24/2014 0:00,41844,Thursday,5,Thu,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/25/2014 0:00,41845,Friday,6,Fri,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/26/2014 0:00,41846,Saturday,7,Sat,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/28/2014 0:00,41848,Monday,2,Mon,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/29/2014 0:00,41849,Tuesday,3,Tue,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/30/2014 0:00,41850,Wednesday,4,Wed,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
7/31/2014 0:00,41851,Thursday,5,Thu,6-Jan-00,7,Jul,July 2014,3,"3, 2014",2014
8/1/2014 0:00,41852,Friday,6,Fri,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/4/2014 0:00,41855,Monday,2,Mon,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/6/2014 0:00,41857,Wednesday,4,Wed,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/7/2014 0:00,41858,Thursday,5,Thu,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/8/2014 0:00,41859,Friday,6,Fri,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/9/2014 0:00,41860,Saturday,7,Sat,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/11/2014 0:00,41862,Monday,2,Mon,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/13/2014 0:00,41864,Wednesday,4,Wed,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/14/2014 0:00,41865,Thursday,5,Thu,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/15/2014 0:00,41866,Friday,6,Fri,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/16/2014 0:00,41867,Saturday,7,Sat,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/18/2014 0:00,41869,Monday,2,Mon,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/19/2014 0:00,41870,Tuesday,3,Tue,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/21/2014 0:00,41872,Thursday,5,Thu,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/25/2014 0:00,41876,Monday,2,Mon,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/26/2014 0:00,41877,Tuesday,3,Tue,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/27/2014 0:00,41878,Wednesday,4,Wed,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/28/2014 0:00,41879,Thursday,5,Thu,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/29/2014 0:00,41880,Friday,6,Fri,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
8/30/2014 0:00,41881,Saturday,7,Sat,7-Jan-00,8,Aug,August 2014,3,"3, 2014",2014
9/1/2014 0:00,41883,Monday,2,Mon,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/2/2014 0:00,41884,Tuesday,3,Tue,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/3/2014 0:00,41885,Wednesday,4,Wed,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/4/2014 0:00,41886,Thursday,5,Thu,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/6/2014 0:00,41888,Saturday,7,Sat,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/8/2014 0:00,41890,Monday,2,Mon,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/9/2014 0:00,41891,Tuesday,3,Tue,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/10/2014 0:00,41892,Wednesday,4,Wed,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/11/2014 0:00,41893,Thursday,5,Thu,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/12/2014 0:00,41894,Friday,6,Fri,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/13/2014 0:00,41895,Saturday,7,Sat,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/15/2014 0:00,41897,Monday,2,Mon,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/16/2014 0:00,41898,Tuesday,3,Tue,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/18/2014 0:00,41900,Thursday,5,Thu,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/19/2014 0:00,41901,Friday,6,Fri,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/20/2014 0:00,41902,Saturday,7,Sat,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/22/2014 0:00,41904,Monday,2,Mon,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/23/2014 0:00,41905,Tuesday,3,Tue,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/24/2014 0:00,41906,Wednesday,4,Wed,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/25/2014 0:00,41907,Thursday,5,Thu,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/26/2014 0:00,41908,Friday,6,Fri,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/27/2014 0:00,41909,Saturday,7,Sat,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/29/2014 0:00,41911,Monday,2,Mon,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
9/30/2014 0:00,41912,Tuesday,3,Tue,8-Jan-00,9,Sep,September 2014,3,"3, 2014",2014
